date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,programid,reducedby,refsys,issub 
"2018 Sep 28",2458389.7166,"r", -18.21, 18.69,0.11, 19.56,"P48+ZTF","2","None","None",True
"2018 Sep 28",2458389.7476,"r", -18.22, 18.68,0.10, 19.39,"P48+ZTF","2","None","None",True
"2018 Sep 29",2458390.6228,"g", -18.00, 18.90,0.09, 20.51,"P48+ZTF","2","None","None",True
"2018 Sep 29",2458390.6326,"g", -18.04, 18.87,0.11, 20.54,"P48+ZTF","2","None","None",True
"2018 Sep 29",2458390.6797,"r", -18.11, 18.80,0.09, 20.08,"P48+ZTF","2","None","None",True
"2018 Sep 29",2458390.7209,"r", -18.22, 18.69,0.09, 19.79,"P48+ZTF","2","None","None",True
"2018 Sep 29",2458390.7347,"r", -18.09, 18.82,0.12, 19.38,"P48+ZTF","2","None","None",True
"2018 Oct 08",2458399.5989,"g", -17.72, 19.18,0.17, 19.80,"P48+ZTF","2","None","None",True
"2018 Oct 09",2458400.6307,"g", -17.67, 19.24,0.11, 20.47,"P48+ZTF","2","None","None",True
"2018 Oct 09",2458400.6638,"r", -17.93, 18.98,0.09, 20.13,"P48+ZTF","2","None","None",True
"2018 Oct 09",2458400.6756,"r", -17.84, 19.07,0.15, 20.03,"P48+ZTF","2","None","None",True
"2018 Oct 09",2458400.6987,"r", -17.86, 19.05,0.11, 19.75,"P48+ZTF","2","None","None",True
"2018 Oct 27",2458418.6181,"r", -17.51, 19.40,0.08, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2018 Oct 27",2458418.6208,"g", -17.06, 19.84,0.09, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2018 Oct 27",2458418.6235,"i", -17.64, 19.27,0.07, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2018 Oct 27",2458418.6262,"u", 99.0, 99.0,99.0, 19.30,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2018 Oct 29",2458420.6148,"r", -17.40, 19.51,0.06, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2018 Oct 29",2458420.6175,"g", -17.12, 19.78,0.09, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2018 Oct 29",2458420.6202,"i", -17.53, 19.37,0.12, 99.00,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
"2018 Oct 29",2458420.6229,"u", 99.0, 99.0,99.0, 19.80,"P60+SEDM","None","Fremling Automated Pipeline","SDSS",True
